205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
205,205,154,155,155,155,155,155,155,155,155,155,155,156,157,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,154,155,155,155,155,155,155,155,155,155,155,156,156,155,156,157,205,205
205,205,177,202,201,202,201,178,179,179,179,179,158,159,180,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,177,178,178,178,178,178,178,178,178,178,179,179,158,159,179,180,205,205
205,205,177,178,158,159,178,179,179,202,202,202,181,182,203,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,177,178,178,178,178,179,201,201,178,179,179,202,181,182,202,203,205,205
205,205,177,201,181,182,178,179,202,201,202,179,179,178,203,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,177,201,201,201,178,178,179,178,179,179,179,178,179,178,179,180,205,205
205,205,177,178,178,178,179,179,178,201,202,202,202,201,203,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,177,178,201,178,178,178,179,178,179,179,202,201,202,201,202,203,205,205
205,205,177,201,201,178,178,179,201,178,178,201,202,179,203,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,177,201,201,201,201,178,178,179,179,202,202,201,158,224,225,226,205,205
205,205,177,201,202,201,201,178,179,179,201,202,178,179,203,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,177,201,202,201,202,178,201,202,202,202,202,201,203,205,205,205,205,205
205,205,177,201,202,178,179,201,202,202,201,202,179,202,180,205,154,155,155,155,155,155,155,155,155,155,155,156,157,205,205,205,177,201,178,179,201,201,178,201,202,178,179,201,180,205,205,205,205,205
205,205,177,201,202,201,178,178,179,202,201,202,202,179,203,205,177,158,224,224,159,178,179,179,179,179,178,179,203,205,205,205,177,201,178,178,201,202,201,201,202,179,179,201,203,205,205,205,205,205
205,205,177,178,178,178,201,201,178,178,201,202,202,202,180,205,177,180,205,205,177,178,179,202,202,202,179,179,180,205,205,205,177,201,201,201,201,202,202,202,202,202,202,201,180,205,205,205,205,205
205,205,200,201,201,201,201,201,201,201,202,202,202,178,203,205,177,203,205,205,200,178,179,178,178,178,179,202,203,205,205,205,200,178,179,178,179,178,179,178,179,178,179,178,203,205,205,205,205,205
205,205,223,224,224,224,224,224,224,224,224,224,224,225,226,205,177,181,155,156,182,178,178,201,178,179,179,201,180,205,205,205,223,224,224,224,224,224,224,224,224,224,224,225,226,205,205,205,205,205
205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,200,178,179,178,179,201,201,201,201,202,202,178,203,205,205,205,205,205,205,188,186,187,188,189,190,205,205,205,205,205,205,205,205,205
205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,223,224,224,224,224,224,224,224,224,224,224,225,226,205,205,205,205,205,205,188,186,187,188,189,190,205,205,205,205,205,205,205,205,205
205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,205,205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,188,186,187,188,189,190,205,205,205,205,205,205,205,205,205
205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,205,205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,188,186,187,188,189,190,205,205,205,205,205,205,205,205,205
205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,205,205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,188,186,187,188,189,190,205,205,205,205,205,205,205,205,205
205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,205,205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,188,186,187,188,189,190,205,205,205,205,205,205,205,205,205
205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,205,205,205,205,205,205,186,187,188,189,190,191,205,205,205,205,205,205,211,211,211,211,211,211,205,205,205,205,205,205,205,205,205
205,204,162,162,188,186,187,188,189,190,191,188,162,162,162,162,162,162,162,162,162,162,186,186,186,186,186,186,186,186,162,162,162,162,186,186,186,188,188,188,188,188,162,162,162,162,162,162,204,205
205,204,186,187,188,189,190,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,204,205
205,204,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,185,186,187,188,189,190,204,205
205,204,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,186,187,188,189,190,204,205
205,204,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,190,191,185,186,187,188,189,185,185,186,187,188,189,190,204,205
